#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	DS_BIOME_D138_output	DS_BIOME_D144_output	DS_BIOME_D185_output	DS_BIOME_D186_output	DS_BIOME_D187_output	DS_BIOME_D188_output	DS_BIOME_D207_output	DS_BIOME_D208_output	DS_BIOME_D61_output	DS_BIOME_NegLP_Control_output	Dsbiome_137_output	Dsbiome_138_output	Dsbiome_143_output	Dsbiome_D100_output	Dsbiome_D103_output	Dsbiome_D104_output	Dsbiome_D105_output	Dsbiome_D106_output	Dsbiome_D107_output	Dsbiome_D108_output	Dsbiome_D109_output	Dsbiome_D10_output	Dsbiome_D110_output	Dsbiome_D111_output	Dsbiome_D112_output	Dsbiome_D113_output	Dsbiome_D114_output	Dsbiome_D115_output	Dsbiome_D116_output	Dsbiome_D117_output	Dsbiome_D118_output	Dsbiome_D119_output	Dsbiome_D11_output	Dsbiome_D120_output	Dsbiome_D121_output	Dsbiome_D122_output	Dsbiome_D123_output	Dsbiome_D124_output	Dsbiome_D125_output	Dsbiome_D126_output	Dsbiome_D127_output	Dsbiome_D128_output	Dsbiome_D12_output	Dsbiome_D131_output	Dsbiome_D132_output	Dsbiome_D135_output	Dsbiome_D136_output	Dsbiome_D13_output	Dsbiome_D145_output	Dsbiome_D146_output	Dsbiome_D147_output	Dsbiome_D148_output	Dsbiome_D149_output	Dsbiome_D14_output	Dsbiome_D150_output	Dsbiome_D151_output	Dsbiome_D152_output	Dsbiome_D153_output	Dsbiome_D154_output	Dsbiome_D155_output	Dsbiome_D156_output	Dsbiome_D157_output	Dsbiome_D158_output	Dsbiome_D159_output	Dsbiome_D160_output	Dsbiome_D163_output	Dsbiome_D164_output	Dsbiome_D169_output	Dsbiome_D170_output	Dsbiome_D171_output	Dsbiome_D172_output	Dsbiome_D173_output	Dsbiome_D174_output	Dsbiome_D175_output	Dsbiome_D176_output	Dsbiome_D177_output	Dsbiome_D178_output	Dsbiome_D17_output	Dsbiome_D183_output	Dsbiome_D184_output	Dsbiome_D189_output	Dsbiome_D18_output	Dsbiome_D190_output	Dsbiome_D195_output	Dsbiome_D196_output	Dsbiome_D197_output	Dsbiome_D198_output	Dsbiome_D199_output	Dsbiome_D19_output	Dsbiome_D1_output	Dsbiome_D200_output	Dsbiome_D201_output	Dsbiome_D202_output	Dsbiome_D203_output	Dsbiome_D204_output	Dsbiome_D205_output	Dsbiome_D206_output	Dsbiome_D209_output	Dsbiome_D20_output	Dsbiome_D210_output	Dsbiome_D211_output	Dsbiome_D212_output	Dsbiome_D215_output	Dsbiome_D216_output	Dsbiome_D219_output	Dsbiome_D220_output	Dsbiome_D221_output	Dsbiome_D222_output	Dsbiome_D23_output	Dsbiome_D24_output	Dsbiome_D25_output	Dsbiome_D26_output	Dsbiome_D27_output	Dsbiome_D28_output	Dsbiome_D29_output	Dsbiome_D2_output	Dsbiome_D30_output	Dsbiome_D31_output	Dsbiome_D32_output	Dsbiome_D33_output	Dsbiome_D34_output	Dsbiome_D35_output	Dsbiome_D36_output	Dsbiome_D37_output	Dsbiome_D38_output	Dsbiome_D39_output	Dsbiome_D3_output	Dsbiome_D40_output	Dsbiome_D41_output	Dsbiome_D42_output	Dsbiome_D45_output	Dsbiome_D46_output	Dsbiome_D47_output	Dsbiome_D48_output	Dsbiome_D49_output	Dsbiome_D4_output	Dsbiome_D50_output	Dsbiome_D51_output	Dsbiome_D52_output	Dsbiome_D53_output	Dsbiome_D54_output	Dsbiome_D55_output	Dsbiome_D56_output	Dsbiome_D57_output	Dsbiome_D58_output	Dsbiome_D59_output	Dsbiome_D5_output	Dsbiome_D60_output	Dsbiome_D61_output	Dsbiome_D62_output	Dsbiome_D63_output	Dsbiome_D64_output	Dsbiome_D67_output	Dsbiome_D68_output	Dsbiome_D6_output	Dsbiome_D71_output	Dsbiome_D72_output	Dsbiome_D75_output	Dsbiome_D76_output	Dsbiome_D77_output	Dsbiome_D78_output	Dsbiome_D79_output	Dsbiome_D7_output	Dsbiome_D80_output	Dsbiome_D81_output	Dsbiome_D82_output	Dsbiome_D85_output	Dsbiome_D86_output	Dsbiome_D8_output	Dsbiome_D91_output	Dsbiome_D92_output	Dsbiome_D93_output	Dsbiome_D94_output	Dsbiome_D95_output	Dsbiome_D96_output	Dsbiome_D99_output	Dsbiome_D9_output	Dsbiome_NegC_1_output
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15097|t__SGB15097	0.12122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29685	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06507	0.0	0.0	0.93655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9045	0.05827	0.7028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_CLA_AA_H244|t__SGB4993	0.11726	0.71762	0.78306	0.11052	0.72671	0.02772	0.2797	0.22344	0.59046	0.0	0.31582	0.0	0.18314	0.9191	0.15903	0.07378	0.06783	1.0983	0.06928	0.43937	0.0	0.0	0.01111	1.82993	0.25606	0.95091	0.09545	0.18793	0.05218	0.00238	0.77651	1.79944	0.0	0.28875	1.01469	0.23524	0.0	0.0	0.0	0.34202	0.38318	1.34847	0.65567	0.0	0.0	0.17511	0.00353	0.0	0.6291	0.38352	0.59876	0.11023	1.41474	0.00215	0.13767	0.76399	0.0	0.04433	0.40583	0.99366	0.0	1.07343	0.0	0.12629	0.0	0.3768	0.96124	0.0	0.07403	0.69862	2.71531	0.33402	0.13493	0.20232	0.07659	0.2859	0.40092	0.0	0.01321	4.83347	0.39319	0.04137	0.89734	0.68064	0.62826	0.0	0.29949	0.10869	0.34295	0.27966	0.40508	0.38769	0.12116	0.31716	0.1873	0.16274	0.0	0.08166	0.94764	1.42077	0.0	0.09414	0.12953	0.87497	0.95835	0.13427	0.92296	0.02846	0.12212	0.1959	0.38811	1.49198	0.31469	0.07745	0.25995	0.12543	0.09737	0.25078	1.90732	0.0	0.0	0.0	0.84833	0.01131	0.0	0.12382	0.73867	0.0	0.0	0.03915	0.241	0.2193	0.0	0.33852	0.0	0.12651	0.0	0.27687	0.08279	0.75043	0.0	0.11109	0.31523	0.27353	0.49401	1.00149	0.04129	0.23056	0.0	0.0	0.09303	4.32773	1.24349	0.56408	1.26873	0.37473	1.27778	0.16009	0.34367	0.04115	0.0	0.00242	0.95868	0.00691	7.59172	0.03726	0.04432	0.0	0.64153	0.02711	0.13599	2.09981	0.97969	0.06354	0.93425	0.4929	0.58699	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348|t__SGB4348	0.10695	0.0	0.0	0.10836	0.38933	0.35821	0.02191	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21961	0.0	0.24111	0.32479	0.0	0.0	0.0	0.0	0.0	0.63444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22372	0.0	0.0	0.0	0.42719	0.0	0.0	0.20491	0.24106	0.34783	0.52642	0.0	0.46398	0.0	0.06261	0.0	0.0	0.66724	0.0	0.17921	0.52119	0.0	0.0	0.08492	0.2302	0.0	0.0	0.0	0.09472	0.0	0.55028	0.27178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23599	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.2187	0.05714	1.32039	0.0	1.52012	0.0	0.0	0.0	0.0	0.11457	0.0	0.0	0.0	0.15411	0.57668	0.62867	0.0	0.12433	0.09555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18486	0.0	1.52592	0.0	0.0	0.0	0.40389	0.22143	0.0	0.1921	0.48533	0.79804	0.21812	0.0	0.0	0.0	0.0	0.0	0.45721	0.10221	0.0	0.0	0.0	1.09647	0.06708	0.0	0.0	0.0	0.0	0.0	0.0	0.25851	0.0	0.0	0.0	0.03346	0.0	0.20243	1.45257	0.0	0.04009	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3532|s__GGB3532_SGB4720|t__SGB4720	0.1061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28313	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecihominis|t__SGB1786	0.10228	0.0	0.0	0.01923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01076	0.0	0.0	0.0	0.0	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30234	0.0	0.0	0.0	0.0304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20241	0.0	0.0	0.0	0.0	0.0	0.0	0.47943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06193	0.03176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10484	0.14373	0.0	0.0	0.0	0.02251	0.0	0.0	0.0	0.0	0.00278	0.15557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05239	0.21239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05029	0.01212	0.04728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619|s__GGB3619_SGB4894|t__SGB4894	0.0989	0.0	0.00277	0.02189	0.00903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0311	0.0	0.0	0.0	0.0	0.02437	0.0	0.0	0.0	0.08475	0.0	0.06951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01017	0.0	0.03297	0.0	0.0	0.0	0.01194	0.0	0.0	0.0	0.12918	0.0	0.0	0.0	0.01377	0.0	0.0	0.0	0.45444	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1029	0.01013	0.0	0.0	0.0	0.0	0.52407	0.0	0.0	0.03896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0791	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__SGB1830	0.09881	0.0	0.12549	1.2558	0.0	1.86204	5.61238	0.0	8.08432	0.0	6.18605	0.0	0.0	12.80665	0.0	0.18378	0.10148	0.0	1.38585	0.28823	0.0	7.80977	0.0	0.0	0.0	0.0	0.0	3.55095	0.0	0.87234	0.0	0.0	19.44216	0.0	0.0	5.84546	0.0	0.0	0.0	0.25705	0.0	0.0	2.03667	0.0	0.0	0.0	0.0	0.0	0.03014	0.0	0.0	0.99661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4909	29.78783	0.4708	0.05882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61169	0.0	2.03742	0.0	0.0	0.0	0.0	0.0	0.0	10.99604	0.0	0.0	13.82969	13.08541	0.0	0.0	0.11583	1.36946	3.31943	8.44544	0.9932	0.0	3.53274	0.0	0.02997	0.09715	0.0	0.0	0.12138	1.58677	0.0	2.48385	0.0	0.0	0.0	0.0	0.0	0.17535	0.0	1.19141	0.0	0.0	0.0	0.08923	2.93755	0.0	0.0	0.5163	1.42149	0.74848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30084	0.0	0.0	0.0	0.0	0.0	0.0	31.0609	0.0	2.90744	0.0	0.0	0.27298	0.0	0.0	0.0	4.18761	0.59282	0.0	0.0	5.5795	11.79318	4.88402	1.64855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19786	0.46585	0.3643	0.0	0.0	0.61253	2.28881	0.05368	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB72916|t__SGB72916	0.09813	0.0	0.11696	0.0	0.15379	0.07106	0.06253	0.0	0.0	0.0	0.02752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13153	0.16351	0.05196	0.17745	0.0	0.0	0.02269	0.0	0.0	0.0	0.01565	0.21637	0.0	0.06451	0.0	0.0	0.09534	0.01256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0989	0.0	0.32729	0.07043	0.0	0.08301	0.02207	0.0	0.0	0.0	0.06799	0.0	0.0	0.0	0.0	0.01416	0.0	0.0	0.0	0.0	0.0	0.07627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08392	0.0	0.0	0.09946	0.07309	0.01854	0.0	0.09066	0.0	0.10621	0.04952	0.0	0.06345	0.0933	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0543	0.0	0.0	0.0	0.0	0.0	0.0	0.04999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22941	0.0	0.0	0.09371	0.0	0.0	0.0	0.0	0.01208	0.0	0.02347	0.27667	0.09072	0.0	0.0	0.0	0.05992	0.05902	0.0	0.0	0.0	0.0	0.0	0.05361	0.15453	0.22705	0.22437	0.07166	0.0	0.0419	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9081|s__GGB9081_SGB14005|t__SGB14005	0.0969	0.0	0.0	0.0	1.98899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07308	0.0	0.0	0.0	0.42195	0.0	0.0	0.00071	0.02589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34038	0.72159	0.0	0.0	0.0	0.0	0.0	0.20025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19341	0.0	0.0	0.0	0.0	0.0	0.08111	0.0	0.0	0.0	0.0	3.17132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05725	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB13404|s__GGB13404_SGB14252|t__SGB14252	0.09582	0.0	0.25535	0.39686	0.57365	0.71406	0.06779	0.0	0.04383	0.0	0.052	0.0	0.0	0.0	0.0	0.04168	0.00801	0.0	0.09487	0.37843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00758	0.0	0.0	0.0	0.26861	0.0	0.0	0.0	0.0	0.0	0.0	0.01759	0.02616	0.0	0.03495	0.16648	0.04056	0.05231	0.03947	0.0	0.0	0.01538	0.06907	0.06363	0.04746	0.06754	0.00598	0.02916	0.35099	0.00759	0.0	0.10589	0.0	0.0	0.40526	0.0	0.02991	0.0	0.0	0.04526	0.0	0.2089	0.00656	0.05804	0.01888	0.14935	0.27742	0.22431	0.0	0.12549	0.0	0.0	0.0	0.0454	0.0	0.20321	0.1188	0.08547	0.17223	0.0	0.0	0.0	0.23218	0.35388	0.01061	0.0	0.0	0.0	0.02757	0.0	0.0	0.05314	0.24497	0.02777	0.06759	0.0	0.0	0.2658	0.45307	0.55778	0.83028	0.0	0.18929	0.0	0.0	0.00867	0.11887	0.08088	0.14855	0.11582	0.0	0.39881	0.02423	0.88267	0.0	0.0	0.0	0.0	0.0	0.47333	0.0	0.0	0.1469	0.10426	0.0	0.0	0.0	0.0	0.21357	0.0	0.01875	0.61784	0.11233	0.54308	0.0	0.0	0.0	0.0	0.0	0.0	0.0629	0.0	0.0	0.08366	0.0	0.0	0.0	0.07516	0.17824	0.0	0.0	0.36735	0.01403	0.07113	0.0	0.0	0.0	0.0	0.0	0.0	0.01935	0.26572	0.00623	0.29003	0.1249	0.21212	0.141	0.47026	0.0	0.15251	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1215|s__GGB1215_SGB1581|t__SGB1581	0.09337	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__SGB1949	0.0918	0.0	0.11829	0.0	0.0	0.0	0.0	1.66008	0.0	0.0	0.0	0.0	2.10001	0.0	0.90427	0.26509	0.23849	2.6117	0.12774	0.04131	0.0	0.0	0.86761	1.08688	0.0	0.5636	1.54977	0.23845	0.0	0.80255	0.0	0.0	0.0	0.0	1.61338	2.16773	0.0	0.0	0.06353	0.32241	0.0	0.0	0.0	0.0	0.07559	0.0	0.0	0.0	0.21907	0.73222	0.0	1.22893	0.0	0.33738	0.0	0.0	0.0	0.08013	0.0	0.0	0.0	0.0	1.25925	0.18039	0.2025	0.12172	1.21456	0.0	0.0	0.07297	1.03134	0.30401	0.59926	0.72083	0.21588	0.0	1.17158	0.0	0.28238	1.10061	0.0	0.0	0.0	0.0	2.46248	0.0	0.0	0.0	0.50998	0.36632	0.0	0.21771	0.26818	2.56181	2.87892	0.0	1.87102	0.0	0.19441	0.0	0.02971	0.06188	0.19074	0.0	0.15164	0.0	0.0	0.0	0.0	0.0	0.0	1.35971	0.0	0.15101	0.64442	0.14467	0.48634	0.0	0.51469	0.16592	0.0	1.90684	0.0	0.18218	0.25015	0.1622	0.65432	0.0	0.85985	1.109	0.0	1.87618	0.0	0.0	0.0	0.0	0.0	0.12007	0.20542	0.7734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88724	0.0	0.0	0.15156	2.54673	0.0	0.0	1.27599	0.0	0.0	0.0	0.23882	0.0	0.0	0.61898	0.30031	0.47931	0.0	0.0	0.35948	0.0	0.0	0.00607	0.30487	0.06586	0.13233	0.1792	0.1235	0.0	0.01087	0.0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9534|s__GGB9534_SGB14937|t__SGB14937	0.09174	0.0	0.02145	0.15432	0.0349	0.22488	0.06426	0.0462	0.32794	0.0	0.02963	0.0	0.03178	0.0	0.0	0.0	0.0	0.05166	0.0	0.04764	0.0	0.00145	0.04178	0.0	0.01423	0.0	0.1103	0.01429	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.43549	0.0	0.01004	0.01154	0.02195	0.00142	0.04583	0.0729	0.0	0.53819	0.18265	0.0	0.0	0.0	0.04778	0.05216	0.04891	0.01836	0.0	0.12037	0.08524	0.06866	0.0	0.20342	0.46289	0.0	0.0	0.17976	0.00434	0.0	0.0	0.0	0.0	0.13558	0.0	0.47815	0.16687	0.38447	0.0	0.0	0.0	0.45045	0.0	0.17615	0.01074	0.66841	0.0	0.0	0.08891	0.25189	1.34467	0.0	0.0	0.0	0.00085	0.30275	0.0	0.0	0.01559	0.09188	0.0686	0.05969	0.05028	0.0	0.33694	0.00454	0.06199	0.01863	0.0	0.0	0.11897	0.00235	0.19709	0.06093	0.01823	0.0	0.03571	0.02128	0.0	0.0	0.03043	0.26072	0.00437	0.32103	0.0	0.06302	0.0	0.00777	0.0	0.37945	0.0	0.0	0.0	0.0	0.08911	0.06429	0.08777	0.0	0.07437	0.0	0.0	0.21568	0.0	0.02146	0.01193	0.39439	0.01594	0.0	1.13841	0.02444	0.0	0.0	0.00296	0.0	0.0	0.00124	0.23075	0.0	0.26905	0.02235	0.08363	0.0	0.0	0.07745	0.0	0.0	0.07576	0.0	0.0	0.03059	0.0	0.0	0.0	0.07235	0.0	0.0	0.04498	0.13775	0.0	0.0	0.11104	0.0	0.0
